"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1168"
"male","cauc",1980.25,"2nd","regular",669,648,"non-free","rural","bachelor","level1",31,"cauc",34,68,"1169"
"female","afam",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171"
"male","cauc",1979.5,"2nd","regular+aide",476,481,NA,"urban","master","notladder",30,"cauc",20,48,"1172"
"female","cauc",1979.75,"2nd","small",709,659,NA,"urban","bachelor","level1",28,"cauc",20,48,"1173"
"female","cauc",1980.5,"2nd","regular",549,546,"non-free","rural","bachelor","level1",9,"cauc",4,5,"1174"
"female","afam",1979,"2nd","regular+aide",NA,NA,"free","suburban","master","level1",18,"cauc",11,25,"1175"
"male","cauc",1978.25,"2nd","regular",NA,NA,"free","rural","bachelor","level1",13,"cauc",8,11,"1176"
"male","afam",1980,"2nd","regular+aide",560,554,"free","inner-city","bachelor","notladder",6,"cauc",11,33,"1177"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178"
"male","cauc",1979.5,"2nd","regular+aide",542,550,"free","rural","bachelor","apprentice",2,"cauc",37,73,"1179"
"female","afam",1978.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1180"
"male","afam",1979,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1181"
"female","cauc",1980,"2nd","regular+aide",631,620,"non-free","rural","bachelor","level1",11,"cauc",3,3,"1182"
"female","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1183"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1184"
"male","afam",1979.5,"2nd","regular+aide",562,514,"free","inner-city",NA,NA,NA,NA,11,27,"1185"
"female","cauc",1979.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1186"
"male","cauc",1979.75,"2nd","regular+aide",552,557,"non-free","rural","bachelor","level1",6,"afam",24,57,"1187"
"female","cauc",1980.25,"2nd","regular",622,721,"non-free","rural","bachelor","apprentice",2,"cauc",32,66,"1188"
"male","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1189"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1190"
"female","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1191"
"female","cauc",1980.25,"2nd","small",669,620,"free","suburban","bachelor","level1",16,"afam",22,51,"1192"
"male","cauc",1980,"2nd","regular",NA,NA,"free","rural","master","level1",12,"cauc",16,40,"1193"
"female","cauc",1980.5,"2nd","regular+aide",637,611,"free","rural","bachelor","level1",23,"cauc",34,68,"1194"
"male","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1195"
"female","cauc",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1196"
"male","cauc",1979.75,"2nd","regular+aide",562,587,"non-free","rural","master","probation",13,"cauc",36,72,"1197"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1198"
"female","afam",1980.25,"2nd","small",596,599,"non-free","suburban","bachelor","notladder",28,"cauc",11,23,"1199"
"female","cauc",1979.25,"2nd","regular",552,548,"free","rural","bachelor","notladder",13,"cauc",6,8,"1200"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1201"
"male","afam",1979,"2nd","small",604,568,"free","rural","master","notladder",29,"afam",24,56,"1202"
"female","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1203"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1204"
"male","afam",1978.5,"2nd","regular+aide",530,556,"free","inner-city","master","level1",25,"afam",11,15,"1205"
"female","cauc",1979.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1206"
"male","cauc",1980.5,"2nd","regular",NA,NA,"non-free","rural","bachelor","level1",31,"cauc",35,69,"1207"
"male","cauc",1979.5,"2nd","regular+aide",584,559,"free","rural","master","level1",6,"cauc",42,80,"1208"
"male","cauc",1980.25,"2nd","regular",588,554,"non-free","urban","master","level1",15,"cauc",6,9,"1209"
"male","afam",1980.5,"2nd","small",526,526,"free","suburban","master","notladder",10,"afam",11,24,"1210"
"female","cauc",1979.75,"2nd","small",637,611,NA,"rural","master","level1",9,"cauc",10,13,"1211"
"female","afam",1980,"2nd","regular",NA,NA,"free","suburban","bachelor","notladder",12,"cauc",11,17,"1212"
"male","cauc",1980.25,"2nd","small",659,721,"non-free","urban","bachelor","level1",6,"cauc",27,60,"1213"
"female","cauc",1980.25,"2nd","regular+aide",650,593,"non-free","rural","bachelor","level1",8,"cauc",5,7,"1214"
"female","afam",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1215"
"male","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1216"
"male","afam",1979.5,"2nd","regular+aide",582,523,"free","suburban","bachelor","level1",10,"afam",11,21,"1217"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1218"
"female","afam",1980.5,"2nd","regular+aide",577,536,"free","inner-city","bachelor","level1",10,"afam",11,14,"1219"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1220"
"male","afam",1979,"2nd","regular+aide",544,541,"free","inner-city","master",NA,2,"cauc",11,19,"1221"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1222"
"male","afam",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1223"
"male","afam",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1224"
"male","afam",1979.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1225"
"female","cauc",1979.75,"2nd","small",637,626,"free","rural","master","level1",8,"cauc",14,38,"1226"
"female","cauc",1980.5,"2nd","regular+aide",650,648,"non-free","rural","bachelor","apprentice",2,"cauc",34,68,"1227"
"male","cauc",1980,"2nd","small",584,590,"free","rural","bachelor","level1",5,"cauc",15,39,"1228"
"male","cauc",1980.25,"2nd","regular+aide",593,603,"free","urban","master","level1",19,"cauc",6,9,"1229"
"female","afam",1980.25,"2nd","regular+aide",637,639,"non-free","inner-city","master","level1",13,"cauc",11,26,"1230"
"female","cauc",1980.5,"2nd","regular+aide",593,557,"non-free","suburban","bachelor","probation",1,"cauc",25,58,"1231"
"male","afam",1979,"2nd","regular+aide",492,528,"free","suburban","bachelor","level1",12,"afam",11,17,"1232"
"male","cauc",1979.25,"2nd","regular+aide",NA,590,"non-free","rural","bachelor","level1",34,"cauc",29,62,"1233"
"male","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1234"
"male","cauc",1979.75,"2nd","regular+aide",573,531,NA,"urban","bachelor","level1",12,"cauc",20,48,"1235"
"male","afam",1980.25,"2nd","small",NA,NA,"free","inner-city","bachelor","level1",5,"cauc",11,26,"1236"
"male","cauc",1978.5,"2nd","regular+aide",524,561,"free","rural","bachelor","level1",34,"cauc",29,62,"1237"
"female","cauc",1979,"2nd","regular",535,584,"free","rural","bachelor","level3",14,"cauc",14,38,"1238"
"male","afam",1979.75,"2nd","regular+aide",582,561,"free","inner-city","bachelor","level1",10,"afam",11,14,"1239"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1240"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1241"
"male","cauc",1979.25,"2nd","small",684,721,"non-free","rural","master","level1",10,"cauc",38,74,"1242"
"male","afam",1978.5,"2nd","regular+aide",499,509,"free","suburban","master","level1",8,"cauc",18,44,"1243"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1244"
"male","cauc",1980.5,"2nd","regular+aide",573,552,NA,"urban","master","notladder",30,"cauc",20,48,"1245"
"female","cauc",1979,"2nd","regular+aide",614,587,"free","rural","bachelor","level1",13,"cauc",1,1,"1246"
"male","cauc",1980.25,"2nd","regular+aide",577,593,"non-free","suburban","master","level1",9,"cauc",25,58,"1247"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1248"
"male","cauc",1980.5,"2nd","regular+aide",614,587,"free","suburban","bachelor","level1",10,"afam",11,21,"1249"
"female","cauc",1980.25,"2nd","regular+aide",631,632,"non-free","rural","bachelor","level1",13,"cauc",1,1,"1250"
"male","afam",1980,"2nd","small",593,552,"free","urban","master","level1",16,"cauc",2,2,"1251"
"male","cauc",1980.5,"2nd","regular",555,632,"non-free","rural","bachelor","notladder",10,"afam",36,72,"1252"
"female","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1253"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1254"
"female","cauc",1979.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1255"
"female","cauc",1980,"2nd","regular+aide",611,639,"free","rural","bachelor","level1",9,"cauc",9,12,"1256"
"male","afam",1979.75,"2nd","small",569,603,"free","inner-city","master","level1",13,"afam",11,29,"1257"
"male","cauc",1980.5,"2nd","regular+aide",709,699,"non-free","rural","bachelor","level1",23,"cauc",34,68,"1258"
"female","cauc",1980,"2nd","regular",593,572,"non-free","suburban","bachelor","probation",3,"cauc",25,58,"1259"
"male","cauc",1980.5,"2nd","small",684,659,"non-free","rural","bachelor","level1",10,"cauc",3,3,"1260"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1261"
"female","afam",1979.5,"2nd","regular",541,530,"non-free","suburban","bachelor","notladder",4,"afam",11,20,"1262"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1263"
"male","cauc",1980.25,"2nd","small",599,563,"non-free","suburban","bachelor","apprentice",2,"cauc",22,52,"1264"
"male","cauc",1978.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1265"
"male",NA,1980.75,"2nd","regular+aide",586,559,"non-free","urban","master","level1",13,"cauc",26,59,"1266"
"male","afam",1980.5,"2nd","small",568,582,"non-free","inner-city","bachelor","level1",14,"afam",11,22,"1267"
"male","cauc",1980.5,"2nd","small",499,502,"non-free","suburban","bachelor","level1",33,"cauc",22,51,"1268"
"female","afam",1979.75,"2nd","small",573,596,"non-free","inner-city","master","level1",8,"afam",11,28,"1269"
"female","cauc",1980.25,"2nd","small",562,568,"non-free","rural","master","notladder",29,"afam",24,56,"1270"
"male","cauc",1979.75,"2nd","regular+aide",614,593,"non-free","suburban","master","level1",21,"cauc",22,51,"1271"
"female","afam",1980.5,"2nd","small",618,572,"non-free","suburban","bachelor","level1",25,"afam",11,21,"1272"
"male","cauc",1979.25,"2nd","regular+aide",622,659,"non-free","suburban","bachelor","probation",1,"cauc",25,58,"1273"
"male","afam",1980.5,"2nd","regular+aide",535,536,"non-free","suburban","master","level1",18,"cauc",11,25,"1274"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1275"
"female","afam",1980.5,"2nd","regular",573,526,"non-free","suburban","bachelor","notladder",4,"afam",11,24,"1276"
"female","cauc",1979.75,"2nd","small",627,620,"non-free","suburban","master","level1",17,"cauc",12,36,"1277"
"male","afam",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1278"
"female","cauc",1980.25,"2nd","regular+aide",559,538,NA,"rural","bachelor","probation",1,"cauc",36,71,"1279"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1280"
"female","afam",1978.75,"2nd","small",566,554,"free","inner-city","master","level1",14,"cauc",11,22,"1281"
"female","cauc",1979.75,"2nd","regular+aide",650,632,"non-free","rural","bachelor","notladder",5,"cauc",3,3,"1282"
"male","afam",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1283"
"male","cauc",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1284"
"male","cauc",1980.5,"2nd","regular",NA,NA,NA,"suburban","master","level1",17,"afam",22,51,"1285"
"female","cauc",1980.5,"2nd","regular",732,659,NA,"suburban","bachelor","level1",12,"cauc",12,36,"1286"
"male","afam",1980.5,"2nd","small",515,540,"free","inner-city","bachelor","notladder",2,"cauc",11,30,"1287"
"male","cauc",1979.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1288"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1289"
"male","cauc",1979.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1290"
"male","afam",1979.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1291"
"male","afam",1978.75,"2nd","regular+aide",NA,NA,"free","inner-city","bachelor","notladder",0,"cauc",11,31,"1292"
"female","afam",1980.5,"2nd","small",568,574,"non-free","suburban",NA,NA,NA,NA,11,24,"1293"
"female","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1294"
"male","afam",1978.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1295"
"female","cauc",1980,"2nd","regular+aide",591,593,"free","rural","master","level1",14,"cauc",32,66,"1296"
"male","cauc",1980.25,"2nd","regular",557,587,"non-free","rural","bachelor","level1",18,"cauc",5,7,"1297"
"female","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1298"
"female","cauc",1980.5,"2nd","regular+aide",568,541,"non-free","rural","bachelor","notladder",19,"cauc",19,47,"1299"
"male","cauc",1980.5,"2nd","regular+aide",NA,NA,"non-free","urban","bachelor","level2",12,"cauc",2,2,"1300"
"female","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1301"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1302"
"male","cauc",1980.25,"2nd","small",618,574,"non-free","suburban","master","level2",11,"cauc",28,61,"1303"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1304"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1305"
"male","afam",1979.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1306"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1307"
"female","cauc",1980.5,"2nd","regular+aide",573,556,"non-free","suburban","bachelor","level1",10,"afam",11,21,"1308"
"male","cauc",1980.5,"2nd","small",611,620,"non-free","rural","master","level1",4,"cauc",5,7,"1309"
"male","afam",1979.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1310"
"female","cauc",1980,"2nd","regular",608,607,NA,"urban","bachelor","level1",28,"cauc",20,48,"1311"
"male","cauc",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1312"
"female","cauc",1979.75,"2nd","small",586,582,"non-free","urban","master","level1",9,"afam",26,59,"1313"
"male","afam",1980,"2nd","small",604,552,"free","inner-city","bachelor","notladder",19,"cauc",11,14,"1314"
"female","cauc",1980.5,"2nd","small",526,565,"non-free","rural","bachelor","apprentice",1,"cauc",32,66,"1315"
"female","cauc",1980.25,"2nd","regular+aide",643,593,"free","rural","bachelor","apprentice",2,"cauc",37,73,"1316"
"male","cauc",1979.75,"2nd","regular+aide",637,615,"non-free","rural","bachelor","level1",23,"cauc",24,56,"1317"
"male","afam",1979.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1318"
"male","cauc",1979.75,"2nd","regular",627,611,"non-free","suburban","master","level1",22,"cauc",4,4,"1319"
"male","cauc",1979.75,"2nd","regular",573,557,"non-free","rural","bachelor","level1",15,"cauc",24,56,"1320"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1321"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1322"
"female","afam",1980.25,"2nd","regular",529,536,"non-free","suburban","master","level1",13,"cauc",11,23,"1323"
"female","cauc",1980,"2nd","regular",596,582,NA,"rural","master","level1",19,"cauc",31,64,"1324"
"female","afam",1979.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1325"
"male","cauc",1979.75,"2nd","regular+aide",NA,NA,NA,"rural","bachelor","level1",16,"cauc",40,77,"1326"
"male","cauc",1979.75,"2nd","small",NA,NA,"free","suburban","bachelor","level1",25,"afam",11,21,"1327"
"male","cauc",1980.5,"2nd","small",604,593,"free","rural","master","level1",8,"cauc",14,38,"1328"
"female","afam",1979.5,"2nd","regular+aide",545,554,"free","inner-city","master","notladder",13,"cauc",11,28,"1329"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1330"
"female","cauc",1979.75,"2nd","regular",544,574,"non-free","rural","master","level1",19,"cauc",31,64,"1331"
"female","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1332"
"male","afam",1978.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1333"
"male","afam",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1334"
"female","afam",1980.5,"2nd","regular+aide",544,520,"free","inner-city","bachelor","level1",10,"afam",11,14,"1335"
"male","cauc",1979.25,"2nd","small",573,584,"non-free","rural","bachelor","notladder",14,"cauc",35,69,"1336"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1337"
"female","afam",1979.5,"2nd","regular+aide",564,556,"free","inner-city","bachelor","level1",10,"afam",11,14,"1338"
"female","afam",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1339"
"female","afam",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1340"
"female","cauc",1979.75,"2nd","small",547,584,"non-free","rural","master","level2",28,"cauc",16,40,"1341"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1342"
"male","afam",1980.25,"2nd","small",588,577,"free","inner-city","bachelor","level1",4,"afam",11,16,"1343"
"male","afam",1978.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1344"
"male","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1345"
"male","afam",1979.75,"2nd","regular+aide",555,565,"free","suburban","bachelor","level1",18,"cauc",22,52,"1346"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1347"
"male","cauc",NA,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1348"
"male","afam",1980,"2nd","regular",566,NA,"free","inner-city","bachelor","level1",7,"afam",11,32,"1349"
"male","cauc",1980.25,"2nd","small",560,582,"non-free","rural","bachelor","probation",0,"cauc",31,65,"1350"
"female","afam",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1351"
"female","cauc",1980.25,"2nd","small",669,632,"free","suburban","master","level2",11,"cauc",28,61,"1352"
"male","hispanic",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1353"
"male","cauc",1979.75,"2nd","regular+aide",650,607,"non-free","urban","master","level1",18,"cauc",7,10,"1354"
"male","afam",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1355"
"female","cauc",1979.75,"2nd","regular+aide",552,590,"non-free","suburban","master","level1",15,"cauc",22,51,"1356"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1357"
"female","cauc",1980,"2nd","regular",544,568,"free","rural","bachelor","probation",0,"cauc",30,63,"1358"
"male","cauc",1980.25,"2nd","regular+aide",544,565,"non-free","rural","bachelor","level1",6,"afam",24,57,"1359"
"female","afam",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1360"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1361"
"male","cauc",1980.5,"2nd","small",608,607,"non-free","suburban","master","level1",17,"cauc",12,36,"1362"
"female","cauc",1979.75,"2nd","regular+aide",544,556,"non-free","suburban","specialist","level1",9,"cauc",22,51,"1363"
"female","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1364"
"male","afam",1979.75,"2nd","regular",557,543,"free","inner-city","bachelor","notladder",40,"afam",11,29,"1365"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1366"
"male","cauc",1979.25,"2nd","small",550,520,"free","rural","master","level1",14,"cauc",23,55,"1367"
"female","afam",1979.5,"2nd","regular+aide",545,561,"free","inner-city","master","level3",16,"cauc",11,16,"1368"
"male","cauc",1979.75,"2nd","small",614,611,"non-free","rural","bachelor","level1",8,"cauc",1,1,"1369"
"female","afam",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1370"
"female","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1371"
"female","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1372"
"male","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1373"
"male","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1374"
"female","afam",1979.75,"2nd","regular+aide",669,596,"free","suburban","master","level1",19,"cauc",22,54,"1375"
"female","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1376"
"female","cauc",1980,"2nd","regular",618,561,"non-free","rural","master","level1",11,"cauc",39,75,"1377"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1378"
"female","cauc",1979.5,"2nd","small",NA,NA,"non-free","urban","master","apprentice",23,"cauc",6,9,"1379"
"female","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1380"
"male","cauc",1979.5,"2nd","regular",481,510,"free","suburban","bachelor","level1",7,"afam",11,25,"1381"
"female","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1382"
"male","cauc",1979.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1383"
"male","cauc",1979.25,"2nd","regular",586,570,"non-free","rural","bachelor","level1",9,"cauc",9,12,"1384"
"male","cauc",1978.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1385"
"female","cauc",1980.5,"2nd","small",NA,NA,"free","rural","master","level1",9,"cauc",5,7,"1386"
"male","afam",1980.5,"2nd","regular+aide",509,536,"free","inner-city","master","level1",5,"cauc",11,16,"1387"
"female","cauc",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1388"
"female","cauc",1980,"2nd","small",582,593,"non-free","urban","master","level1",14,"cauc",7,10,"1389"
"female","cauc",1980.25,"2nd","regular+aide",622,584,"non-free","rural","bachelor","apprentice",2,"cauc",12,35,"1390"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1391"
"female","cauc",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1392"
"female","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1393"
"male","cauc",1979.75,"2nd","small",684,699,"non-free","suburban","master","level2",11,"cauc",28,61,"1394"
"female","cauc",1980.5,"2nd","regular",573,599,"non-free","suburban","bachelor","apprentice",4,"cauc",28,61,"1395"
"female","cauc",1980.5,"2nd","small",608,557,"non-free","rural","master","level1",17,"cauc",6,8,"1396"
"male","cauc",1979.25,"2nd","regular",650,648,"non-free","suburban","bachelor","level1",17,"cauc",22,51,"1397"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1398"
"female","cauc",1980.5,"2nd","regular",627,626,"non-free","rural","bachelor","level1",18,"cauc",5,7,"1399"
"female","cauc",1979.75,"2nd","regular+aide",627,599,"free","rural","bachelor","level1",23,"cauc",34,68,"1400"
"female","afam",1979.25,"2nd","regular",549,572,"free","inner-city","bachelor","probation",2,"cauc",11,33,"1401"
"female","cauc",1980,"2nd","small",684,648,"non-free","rural","bachelor","level1",16,"cauc",3,3,"1402"
"female","cauc",1980.75,"2nd","regular",582,552,"free","suburban","bachelor","level1",20,"afam",18,43,"1403"
NA,NA,1980.5,"2nd","regular",NA,NA,"free","rural","bachelor","apprentice",1,"cauc",32,66,"1404"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1405"
"male","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1406"
"female","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1407"
"male","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1408"
"male","afam",1979,"2nd","small",602,563,"free","rural","bachelor","apprentice",3,"cauc",30,63,"1409"
"male","cauc",1979.75,"2nd","regular",637,674,"non-free","rural","bachelor","level1",15,"cauc",24,56,"1410"
"female","cauc",1978.75,"2nd","regular+aide",582,590,"free","rural","master","level1",15,"cauc",10,13,"1411"
"female","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1412"
"male","cauc",1979.5,"2nd","regular",604,632,"non-free","suburban","bachelor","level1",4,"cauc",17,41,"1413"
"female","afam",1978.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1414"
"female","afam",1979.75,"2nd","small",602,599,"free","suburban","master","level1",11,"cauc",11,25,"1415"
"female","cauc",1979.75,"2nd","regular",588,518,NA,"urban","bachelor","level1",28,"cauc",20,48,"1416"
"female","afam",1979.5,"2nd","regular",582,559,"free","suburban","master","level1",31,"cauc",22,51,"1417"
"male","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1418"
"female","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1419"
"female","afam",1979,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1420"
"female","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1421"
"male",NA,1980.5,"2nd","small",NA,NA,"non-free","suburban","bachelor","apprentice",1,"cauc",18,46,"1422"
